img_file_name, action, episode, step, reward
0.jpg, 1, 0, 0, 0.0
1.jpg, 1, 0, 1, 0.0
2.jpg, 1, 0, 2, 0.0
3.jpg, 1, 0, 3, 0.0
4.jpg, 1, 0, 4, 0.0
5.jpg, 1, 0, 5, 0.0
6.jpg, 1, 0, 6, 0.0
7.jpg, 1, 0, 7, 0.0
8.jpg, 1, 0, 8, 0.0
9.jpg, 1, 0, 9, 0.0
10.jpg, 1, 0, 10, 0.0
11.jpg, 1, 0, 11, 0.0
12.jpg, 1, 0, 12, 0.0
13.jpg, 1, 0, 13, 0.0
14.jpg, 1, 0, 14, 0.0
15.jpg, 1, 0, 15, 0.0
16.jpg, 1, 0, 16, 0.0
17.jpg, 1, 0, 17, 0.0
18.jpg, 1, 0, 18, 0.0
19.jpg, 1, 0, 19, 0.0
20.jpg, 1, 0, 20, 0.0
21.jpg, 1, 0, 21, 0.0
22.jpg, 1, 0, 22, 0.0
23.jpg, 3, 0, 23, 0.0
24.jpg, 3, 0, 24, 0.0
25.jpg, 3, 0, 25, 0.0
26.jpg, 3, 0, 26, 0.0
27.jpg, 1, 0, 27, 0.0
28.jpg, 1, 0, 28, 0.0
29.jpg, 1, 0, 29, 0.0
30.jpg, 1, 0, 30, 0.0
31.jpg, 1, 0, 31, 0.0
32.jpg, 1, 0, 32, 0.0
33.jpg, 1, 0, 33, 0.0
34.jpg, 1, 0, 34, 0.0
35.jpg, 1, 0, 35, 0.0
36.jpg, 1, 0, 36, 0.0
37.jpg, 1, 0, 37, 0.0
38.jpg, 1, 0, 38, 0.0
39.jpg, 2, 0, 39, 0.0
40.jpg, 1, 0, 40, 0.0
41.jpg, 1, 0, 41, 0.0
42.jpg, 1, 0, 42, 0.0
43.jpg, 1, 0, 43, 0.0
44.jpg, 1, 0, 44, 0.0
45.jpg, 1, 0, 45, 0.0
46.jpg, 1, 0, 46, 0.0
47.jpg, 2, 0, 47, 0.0
48.jpg, 2, 0, 48, 0.0
49.jpg, 1, 0, 49, 0.0
50.jpg, 1, 0, 50, 0.0
51.jpg, 2, 0, 51, 0.0
52.jpg, 1, 0, 52, 0.0
53.jpg, 1, 0, 53, 0.0
54.jpg, 1, 0, 54, 0.0
55.jpg, 1, 0, 55, 0.0
56.jpg, 1, 0, 56, 0.0
57.jpg, 1, 0, 57, 0.0
58.jpg, 1, 0, 58, 0.0
59.jpg, 3, 0, 59, 0.0
60.jpg, 3, 0, 60, 0.0
61.jpg, 3, 0, 61, 0.0
62.jpg, 1, 0, 62, 0.0
63.jpg, 1, 0, 63, 0.0
64.jpg, 1, 0, 64, 0.0
65.jpg, 1, 0, 65, 0.0
66.jpg, 1, 0, 66, 0.0
67.jpg, 1, 0, 67, 0.0
68.jpg, 1, 0, 68, 0.0
69.jpg, 1, 0, 69, 0.0
70.jpg, 1, 0, 70, 0.0
71.jpg, 1, 0, 71, 0.0
72.jpg, 1, 0, 72, 0.0
73.jpg, 2, 0, 73, 0.0
74.jpg, 2, 0, 74, 0.0
75.jpg, 1, 0, 75, 0.0
76.jpg, 1, 0, 76, 0.0
77.jpg, 1, 0, 77, 0.0
78.jpg, 1, 0, 78, 0.0
79.jpg, 1, 0, 79, 0.0
80.jpg, 1, 0, 80, 0.0
81.jpg, 1, 0, 81, 1.0
82.jpg, 1, 0, 82, 0.0
83.jpg, 1, 0, 83, 0.0
84.jpg, 1, 0, 84, 0.0
85.jpg, 1, 0, 85, 0.0
86.jpg, 1, 0, 86, 0.0
87.jpg, 1, 0, 87, 0.0
88.jpg, 1, 0, 88, 0.0
89.jpg, 3, 0, 89, 0.0
90.jpg, 3, 0, 90, 0.0
91.jpg, 1, 0, 91, 0.0
92.jpg, 1, 0, 92, 0.0
93.jpg, 1, 0, 93, 0.0
